City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,magdagachi,53.45,125.8,-21.84,68,0,4.57,RU,1702276345
288,yenifakili,39.2114,35.0004,6.93,72,100,1.56,TR,1702276345
289,jayapura,-2.5333,140.7,32.66,82,69,4.98,ID,1702276345
290,boromo,11.75,-2.9333,20.55,16,1,2.9,BF,1702276345
291,daru,-9.0763,143.2092,30.96,61,91,3.74,PG,1702276346
292,i-n-salah,27.1935,2.4607,12.55,57,0,7.24,DZ,1702276346
293,champerico,14.3,-91.9167,26.05,77,73,0.91,GT,1702276346
294,suva,-18.1416,178.4415,26.71,61,40,4.12,FJ,1702276090
295,mandan,46.8267,-100.8896,-7.02,95,0,3.09,US,1702276346
296,itaqui,-29.1253,-56.5531,16.8,95,0,3.69,BR,1702276346
297,alice springs,-23.7,133.8833,24.75,27,45,4.12,AU,1702276101
298,nagqu,31.5,92.0,-7.05,13,75,3.05,CN,1702276346
299,darwin,-12.4611,130.8418,32.72,75,75,4.92,AU,1702276026
300,kiunga,-6.1219,141.2906,28.1,92,99,0.53,PG,1702276346
301,bandarbeyla,9.4942,50.8122,27.38,60,7,10.72,SO,1702276346
302,barabai,-2.5833,115.3833,32.04,57,100,1.29,ID,1702276347
303,acacias,3.987,-73.758,20.47,88,100,2.49,CO,1702276347
304,zhangye,38.9342,100.4517,9.25,18,0,8.91,CN,1702276347
305,al kharijah,25.4514,30.5464,20.28,25,0,2.9,EG,1702276347
306,ilomantsi,62.6716,30.9328,-12.95,96,93,2.91,FI,1702276347
307,kavaratti,10.5669,72.642,28.4,73,100,1.32,IN,1702276347
308,uniao da vitoria,-26.23,-51.0864,16.0,99,93,0.16,BR,1702276347
309,tippi,7.2,35.45,26.92,49,78,0.62,ET,1702276347
310,geraldton,-28.7667,114.6,37.23,7,0,5.66,AU,1702276347
311,qaqortoq,60.7167,-46.0333,-9.36,73,30,3.6,GL,1702276347
312,enewetak,11.3474,162.3373,28.35,71,92,8.53,MH,1702276348
313,usagara,-2.6833,33.0,21.98,73,99,0.47,TZ,1702276348
314,bamboo flat,11.7,92.7167,31.05,70,40,4.12,IN,1702276348
315,gamba,-2.65,10.0,24.2,95,100,2.25,GA,1702276348
316,lampa,-33.2833,-70.9,20.21,88,100,3.09,CL,1702276348
317,aykhal,66.0,111.5,-27.66,99,100,2.19,RU,1702276348
318,maloye ganyushkino,46.6,49.2667,-1.93,55,44,8.53,KZ,1702276348
319,filadelfia,39.9523,-75.1638,8.01,92,100,9.26,US,1702276147
320,sterling,39.0062,-77.4286,3.0,89,100,6.17,US,1702276172
321,fengxiang,47.5833,130.8333,-18.64,77,0,3.19,CN,1702276348
322,chervyen',53.7059,28.4313,-2.83,95,100,5.97,BY,1702276349
323,tamandare,-8.7597,-35.1047,25.19,80,1,2.73,BR,1702276140
324,colonia,50.9333,6.95,11.13,77,75,7.72,DE,1702276349
